2009-05-01 00:00:00,1.47993,0
2009-05-01 14:00:00,1.48714,0
2009-05-04 04:00:00,1.4958,0
2009-05-04 18:00:00,1.49789,2
2009-05-05 08:00:00,1.5027,0
2009-05-05 22:00:00,1.50603,10
2009-05-06 12:00:00,1.50155,1
2009-05-07 02:00:00,1.51447,1
2009-05-07 16:00:00,1.50174,0
2009-05-08 06:00:00,1.50168,0
2009-05-08 20:00:00,1.52354,0
2009-05-11 10:00:00,1.5098,2
2009-05-12 00:00:00,1.5117,0
2009-05-12 14:00:00,1.5257,0
2009-05-13 04:00:00,1.5308,6
2009-05-13 18:00:00,1.51537,2
2009-05-14 08:00:00,1.51521,0
2009-05-14 22:00:00,1.52152,12
2009-05-15 12:00:00,1.51861,0
2009-05-18 02:00:00,1.51313,1
2009-05-18 16:00:00,1.53059,0
2009-05-19 06:00:00,1.53462,2
2009-05-19 20:00:00,1.54893,0
2009-05-20 10:00:00,1.54997,0
2009-05-22 00:00:00,1.58892,0
2009-05-22 14:00:00,1.58821,0
2009-05-25 04:00:00,1.58772,4
2009-05-25 18:00:00,1.59122,2
2009-05-26 08:00:00,1.58413,0
2009-05-26 22:00:00,1.59291,15
2009-05-27 12:00:00,1.5953,0
2009-05-28 02:00:00,1.59652,1
2009-05-28 16:00:00,1.59552,0
2009-05-29 06:00:00,1.60164,0
2009-05-29 20:00:00,1.61616,0
2009-06-01 00:00:00,1.61727,0
2009-06-01 14:00:00,1.63875,0
2009-06-02 04:00:00,1.64534,4
2009-06-02 18:00:00,1.65804,0
2009-06-05 08:00:00,1.60389,3
2009-06-07 22:00:00,1.59493,2
2009-06-08 12:00:00,1.59132,0
2009-06-10 02:00:00,1.63071,2
2009-06-10 16:00:00,1.63309,0
2009-06-11 06:00:00,1.63935,1
2009-06-11 20:00:00,1.65823,0
2009-06-12 10:00:00,1.64397,1
2009-06-15 00:00:00,1.64168,2
2009-06-15 14:00:00,1.6359,0
2009-06-16 04:00:00,1.62454,3
2009-06-16 18:00:00,1.64198,0
2009-06-17 08:00:00,1.63901,0
2009-06-17 22:00:00,1.63886,2
2009-06-18 12:00:00,1.62116,0
2009-06-19 02:00:00,1.63296,1
2009-06-19 16:00:00,1.65366,0
2009-06-22 06:00:00,1.65055,0
2009-06-22 20:00:00,1.63518,0
2009-06-23 10:00:00,1.62425,0
2009-06-24 00:00:00,1.64383,0
2009-06-24 14:00:00,1.64959,0
2009-06-25 04:00:00,1.6443,1
2009-06-25 18:00:00,1.6372,1
2009-06-26 08:00:00,1.64814,0
2009-06-28 22:00:00,1.65006,7
2009-06-29 12:00:00,1.65616,5
2009-06-30 02:00:00,1.66188,42
2009-06-30 16:00:00,1.64491,2
2009-07-01 00:00:00,1.64748,0
2009-07-01 14:00:00,1.65235,0
2009-07-02 04:00:00,1.64647,0
2009-07-02 18:00:00,1.64002,0
2009-07-03 08:00:00,1.63586,0
2009-07-05 22:00:00,1.62811,0
2009-07-06 12:00:00,1.61296,0
2009-07-07 02:00:00,1.62435,1
