EPIC,DATETIME,BID_OPEN,BID_HIGH,BID_LOW,BID_CLOSE,LTV
GBPUSD,2019-07-01 16:39:00,1.264,1.264,1.26387,1.26389,80309.9976
GBPUSD,2019-07-01 16:40:00,1.26387,1.26399,1.26379,1.26399,166740.0055
GBPUSD,2019-07-01 16:41:00,1.26396,1.26408,1.26395,1.26402,109199.9969
GBPUSD,2019-07-01 16:42:00,1.26404,1.26422,1.26404,1.26419,103010.0021
GBPUSD,2019-07-01 16:43:00,1.2642,1.26422,1.26419,1.26422,21739.9998
GBPUSD,2019-07-01 16:44:00,1.26422,1.26437,1.26421,1.26421,83800.0031
GBPUSD,2019-07-01 16:45:00,1.26421,1.26421,1.26409,1.2641,99389.9994
GBPUSD,2019-07-01 16:46:00,1.2641,1.26422,1.2641,1.26417,135410.0037
GBPUSD,2019-07-01 16:47:00,1.26417,1.26428,1.26409,1.26412,169699.9969
GBPUSD,2019-07-01 16:48:00,1.26412,1.26412,1.26391,1.26391,141429.9927
GBPUSD,2019-07-01 16:49:00,1.26391,1.26409,1.26391,1.26407,79269.9966
GBPUSD,2019-07-01 16:50:00,1.26409,1.26416,1.26397,1.26398,60380.0011
GBPUSD,2019-07-01 16:51:00,1.26398,1.26403,1.26383,1.26403,195190.0024
GBPUSD,2019-07-01 16:52:00,1.26402,1.26402,1.26392,1.264,146179.9927
GBPUSD,2019-07-01 16:53:00,1.26399,1.26404,1.26394,1.26399,87870.0027
GBPUSD,2019-07-01 16:54:00,1.26399,1.264,1.26388,1.26397,93230.0034
GBPUSD,2019-07-01 16:55:00,1.26398,1.26402,1.26362,1.26362,149570.0073
GBPUSD,2019-07-01 16:56:00,1.26362,1.26362,1.26344,1.26344,162580.0018
GBPUSD,2019-07-01 16:57:00,1.26344,1.26349,1.26336,1.26338,279359.9854
GBPUSD,2019-07-01 16:58:00,1.26338,1.26352,1.26319,1.26351,239660.0037
GBPUSD,2019-07-01 16:59:00,1.2635,1.26352,1.26333,1.2635,130190.0024
GBPUSD,2019-07-01 17:00:00,1.26353,1.26355,1.26338,1.26341,178210.0067
GBPUSD,2019-07-01 17:01:00,1.2634,1.26346,1.26338,1.26339,75410.0037
GBPUSD,2019-07-01 17:02:00,1.2634,1.26363,1.2634,1.26362,73349.9985
GBPUSD,2019-07-01 17:03:00,1.26362,1.26363,1.26348,1.2635,199979.9957
GBPUSD,2019-07-01 17:04:00,1.26348,1.26359,1.2634,1.26349,192429.9927
GBPUSD,2019-07-01 17:05:00,1.2635,1.26358,1.26347,1.2635,191809.9976
GBPUSD,2019-07-01 17:06:00,1.26349,1.26361,1.26348,1.26358,149500
GBPUSD,2019-07-01 17:07:00,1.26358,1.26361,1.26351,1.26358,119800.0031
GBPUSD,2019-07-01 17:08:00,1.26355,1.26367,1.26352,1.26357,120290.0009
GBPUSD,2019-07-01 17:09:00,1.26357,1.26357,1.26338,1.26349,311859.9854
GBPUSD,2019-07-01 17:10:00,1.26348,1.26356,1.26346,1.26348,150679.9927
GBPUSD,2019-07-01 17:11:00,1.26348,1.2637,1.26343,1.26344,153529.9988
GBPUSD,2019-07-01 17:12:00,1.26345,1.26352,1.26338,1.26351,101239.9979
GBPUSD,2019-07-01 17:13:00,1.26351,1.26385,1.26349,1.2637,215729.9957
GBPUSD,2019-07-01 17:14:00,1.26371,1.26381,1.2637,1.26378,106279.9988
GBPUSD,2019-07-01 17:15:00,1.26377,1.26385,1.26363,1.2637,209279.9988
GBPUSD,2019-07-01 17:16:00,1.26374,1.26375,1.26366,1.26366,115900.0015
GBPUSD,2019-07-01 17:17:00,1.26367,1.26393,1.26364,1.26389,160979.9957
GBPUSD,2019-07-01 17:18:00,1.26388,1.26399,1.26382,1.26394,128929.9927
GBPUSD,2019-07-01 17:19:00,1.26395,1.26409,1.26394,1.26405,167580.0018
GBPUSD,2019-07-01 17:20:00,1.26406,1.26414,1.264,1.26401,72569.9997
GBPUSD,2019-07-01 17:21:00,1.26402,1.26406,1.26399,1.26401,65279.9988
GBPUSD,2019-07-01 17:22:00,1.26401,1.26402,1.26399,1.264,34669.9982
GBPUSD,2019-07-01 17:23:00,1.26402,1.26412,1.26398,1.26409,114860.0006
GBPUSD,2019-07-01 17:24:00,1.26412,1.2642,1.26408,1.26414,104510.0021
GBPUSD,2019-07-01 17:25:00,1.26413,1.26419,1.26407,1.26407,68029.9988
GBPUSD,2019-07-01 17:26:00,1.26408,1.26412,1.26398,1.26412,50430.0003
GBPUSD,2019-07-01 17:27:00,1.26411,1.26426,1.26411,1.26419,54900.0015
GBPUSD,2019-07-01 17:28:00,1.26418,1.26426,1.26415,1.26423,90550.0031
GBPUSD,2019-07-01 17:29:00,1.26421,1.26424,1.2642,1.26421,33029.9988
GBPUSD,2019-07-01 17:30:00,1.26422,1.26422,1.26394,1.26394,138729.9957
GBPUSD,2019-07-01 17:31:00,1.26392,1.26397,1.26387,1.2639,124819.9997
GBPUSD,2019-07-01 17:32:00,1.26391,1.26411,1.26385,1.26409,94910.0037
GBPUSD,2019-07-01 17:33:00,1.26407,1.26407,1.26379,1.26381,61369.9989
GBPUSD,2019-07-01 17:34:00,1.26381,1.26381,1.26375,1.26376,46849.9985
GBPUSD,2019-07-01 17:35:00,1.26374,1.26382,1.26369,1.2637,113190.0024
GBPUSD,2019-07-01 17:36:00,1.26371,1.26371,1.26369,1.26369,72110.0006
GBPUSD,2019-07-01 17:37:00,1.2637,1.2637,1.26367,1.26368,42049.9992
GBPUSD,2019-07-01 17:38:00,1.26368,1.26385,1.26366,1.26385,68489.9979
GBPUSD,2019-07-01 17:39:00,1.26385,1.26385,1.26375,1.26378,13449.9998
GBPUSD,2019-07-01 17:40:00,1.26378,1.2638,1.26374,1.2638,101430.0003
GBPUSD,2019-07-01 17:41:00,1.26379,1.26379,1.26361,1.26371,156740.0055
GBPUSD,2019-07-01 17:42:00,1.26372,1.26373,1.26366,1.2637,76139.9994
GBPUSD,2019-07-01 17:43:00,1.26371,1.26393,1.26371,1.26384,101440.0024
GBPUSD,2019-07-01 17:44:00,1.26383,1.26393,1.26382,1.26392,58290.0009
GBPUSD,2019-07-01 17:45:00,1.26392,1.26392,1.26369,1.26382,85050.0031
GBPUSD,2019-07-01 17:46:00,1.26385,1.26385,1.26373,1.26373,55979.9995
GBPUSD,2019-07-01 17:47:00,1.26372,1.26376,1.2635,1.2635,164970.0012
GBPUSD,2019-07-01 17:48:00,1.2635,1.26363,1.2635,1.26361,133550.0031
GBPUSD,2019-07-01 17:49:00,1.26362,1.2637,1.26359,1.26361,137300.0031
GBPUSD,2019-07-01 17:50:00,1.26361,1.26365,1.26353,1.26359,80220.0012
GBPUSD,2019-07-01 17:51:00,1.26358,1.2636,1.26343,1.2636,164539.9933
GBPUSD,2019-07-01 17:52:00,1.2636,1.26361,1.26356,1.26359,122269.9966
GBPUSD,2019-07-01 17:53:00,1.26359,1.26359,1.26333,1.26333,223940.0024
GBPUSD,2019-07-01 17:54:00,1.26333,1.26348,1.26328,1.26338,225580.0018
GBPUSD,2019-07-01 17:55:00,1.26337,1.26343,1.26319,1.26334,261459.9915
GBPUSD,2019-07-01 17:56:00,1.26332,1.26341,1.26325,1.26335,255520.0043
GBPUSD,2019-07-01 17:57:00,1.26334,1.2635,1.26328,1.26339,250470.0012
GBPUSD,2019-07-01 17:58:00,1.2634,1.26366,1.26339,1.26359,202559.9976
GBPUSD,2019-07-01 17:59:00,1.2636,1.26385,1.2636,1.26379,130470.0012
GBPUSD,2019-07-01 18:00:00,1.26381,1.26405,1.26379,1.26383,195479.9957
GBPUSD,2019-07-01 18:01:00,1.26378,1.26399,1.26378,1.26389,370649.9939
GBPUSD,2019-07-01 18:02:00,1.26389,1.26401,1.26377,1.26378,182410.0037
GBPUSD,2019-07-01 18:03:00,1.26378,1.26382,1.26377,1.26379,153039.9933
GBPUSD,2019-07-01 18:04:00,1.26377,1.26377,1.26356,1.26362,253910.0037
GBPUSD,2019-07-01 18:05:00,1.26359,1.26363,1.26355,1.26359,72110.0006
GBPUSD,2019-07-01 18:06:00,1.26359,1.26371,1.26355,1.26368,144990.0055
GBPUSD,2019-07-01 18:07:00,1.26369,1.26372,1.26369,1.26371,37000
GBPUSD,2019-07-01 18:08:00,1.26369,1.26372,1.26361,1.26361,33389.9994
GBPUSD,2019-07-01 18:09:00,1.26362,1.26369,1.26362,1.26368,23750
GBPUSD,2019-07-01 18:10:00,1.26367,1.26378,1.26366,1.26371,165339.9963
GBPUSD,2019-07-01 18:11:00,1.26371,1.26381,1.26369,1.26369,159490.0055
GBPUSD,2019-07-01 18:12:00,1.26371,1.26373,1.26359,1.26361,116379.9973
GBPUSD,2019-07-01 18:13:00,1.26363,1.26367,1.26352,1.26352,91370.0027
GBPUSD,2019-07-01 18:14:00,1.26352,1.26354,1.26333,1.26333,110040.0009
GBPUSD,2019-07-01 18:15:00,1.26334,1.26342,1.26331,1.26334,177630.0049
GBPUSD,2019-07-01 18:16:00,1.2633,1.26351,1.26328,1.26341,225250
GBPUSD,2019-07-01 18:17:00,1.2634,1.26343,1.26328,1.2633,160910.0037
GBPUSD,2019-07-01 18:18:00,1.2633,1.26375,1.2633,1.26375,134940.0024
GBPUSD,2019-07-01 18:19:00,1.26374,1.26383,1.26371,1.26375,186960.0067
GBPUSD,2019-07-01 18:20:00,1.26376,1.26379,1.26371,1.26377,127660.0037
GBPUSD,2019-07-01 18:21:00,1.26377,1.26382,1.26377,1.26382,62909.9998
GBPUSD,2019-07-01 18:22:00,1.26381,1.26381,1.26369,1.26371,66269.9966
GBPUSD,2019-07-01 18:23:00,1.26376,1.26394,1.26371,1.2639,147479.9957
GBPUSD,2019-07-01 18:24:00,1.2639,1.26399,1.26388,1.26389,180360.0006
GBPUSD,2019-07-01 18:25:00,1.26391,1.264,1.26379,1.26379,188229.9957
GBPUSD,2019-07-01 18:26:00,1.26379,1.26397,1.26377,1.26397,214350.0061
GBPUSD,2019-07-01 18:27:00,1.26397,1.26419,1.26395,1.26419,154899.9939
GBPUSD,2019-07-01 18:28:00,1.26418,1.26444,1.26407,1.26444,289790.0085
GBPUSD,2019-07-01 18:29:00,1.26443,1.2645,1.26438,1.26446,242589.9963
GBPUSD,2019-07-01 18:30:00,1.26444,1.26451,1.26438,1.26449,249699.9969
GBPUSD,2019-07-01 18:31:00,1.26449,1.26457,1.26449,1.26451,91410.0037
GBPUSD,2019-07-01 18:32:00,1.26451,1.26462,1.26447,1.2646,70739.9979
GBPUSD,2019-07-01 18:33:00,1.26462,1.26464,1.26448,1.26448,144029.9988
GBPUSD,2019-07-01 18:34:00,1.26448,1.26449,1.26411,1.26412,160919.9982
GBPUSD,2019-07-01 18:35:00,1.26412,1.26416,1.26404,1.26404,118800.0031
GBPUSD,2019-07-01 18:36:00,1.26401,1.26407,1.2639,1.26394,75199.9969
GBPUSD,2019-07-01 18:37:00,1.26394,1.26409,1.26394,1.26409,56299.9992
GBPUSD,2019-07-01 18:38:00,1.2641,1.2641,1.26396,1.264,83989.9979
GBPUSD,2019-07-01 18:39:00,1.26399,1.26409,1.26391,1.26397,146059.9976
GBPUSD,2019-07-01 18:40:00,1.26397,1.264,1.26396,1.26398,70510.0021
GBPUSD,2019-07-01 18:41:00,1.26398,1.26409,1.26397,1.26402,146789.9933
GBPUSD,2019-07-01 18:42:00,1.26404,1.26407,1.26391,1.26391,74620.0027
GBPUSD,2019-07-01 18:43:00,1.2639,1.26399,1.26387,1.2639,74589.9963
GBPUSD,2019-07-01 18:44:00,1.26392,1.26392,1.26376,1.26378,58630.0011
GBPUSD,2019-07-01 18:45:00,1.26378,1.26379,1.26369,1.26369,94010.0021
GBPUSD,2019-07-01 18:46:00,1.26368,1.26368,1.26357,1.26358,38459.9991
GBPUSD,2019-07-01 18:47:00,1.26359,1.26379,1.26358,1.26378,90559.9976
GBPUSD,2019-07-01 18:48:00,1.26376,1.26378,1.26367,1.26371,36610.0006
GBPUSD,2019-07-01 18:49:00,1.2637,1.26379,1.26368,1.26377,25819.9997
GBPUSD,2019-07-01 18:50:00,1.26376,1.26382,1.2637,1.26377,113919.9982
GBPUSD,2019-07-01 18:51:00,1.26376,1.26376,1.26357,1.26368,50259.9983
GBPUSD,2019-07-01 18:52:00,1.26368,1.26371,1.26359,1.26367,93129.9973
GBPUSD,2019-07-01 18:53:00,1.26367,1.26374,1.26359,1.26369,75209.9991
GBPUSD,2019-07-01 18:54:00,1.26369,1.2637,1.26358,1.26358,100190.0024
GBPUSD,2019-07-01 18:55:00,1.26359,1.26368,1.26351,1.26359,107709.9991
GBPUSD,2019-07-01 18:56:00,1.2636,1.26366,1.26354,1.26359,112319.9997
GBPUSD,2019-07-01 18:57:00,1.2636,1.26364,1.26348,1.26354,134589.9963
GBPUSD,2019-07-01 18:58:00,1.26353,1.26359,1.26347,1.26353,182600.0061
GBPUSD,2019-07-01 18:59:00,1.26348,1.26368,1.2633,1.26368,224190.0024
GBPUSD,2019-07-01 19:00:00,1.26369,1.26373,1.2636,1.26369,87839.9963
GBPUSD,2019-07-01 19:01:00,1.26369,1.26371,1.2636,1.26368,62340.0002
GBPUSD,2019-07-01 19:02:00,1.26369,1.26374,1.26369,1.2637,58130.0011
GBPUSD,2019-07-01 19:03:00,1.2637,1.26385,1.2637,1.26379,36509.9983
GBPUSD,2019-07-01 19:04:00,1.26379,1.26379,1.26368,1.26372,116410.0037
GBPUSD,2019-07-01 19:05:00,1.26373,1.26379,1.26368,1.26378,53169.9982
GBPUSD,2019-07-01 19:06:00,1.2638,1.2638,1.26374,1.26378,27889.9994
GBPUSD,2019-07-01 19:07:00,1.26379,1.26379,1.26379,1.26379,1750
GBPUSD,2019-07-01 19:08:00,1.2638,1.26382,1.2637,1.2638,53229.9995
GBPUSD,2019-07-01 19:09:00,1.2638,1.2639,1.26378,1.2639,21100.0004
GBPUSD,2019-07-01 19:10:00,1.2639,1.2639,1.26388,1.26388,13550.0002
GBPUSD,2019-07-01 19:11:00,1.26389,1.2639,1.26388,1.2639,8869.9999
GBPUSD,2019-07-01 19:12:00,1.26391,1.26391,1.26389,1.2639,23659.9998
GBPUSD,2019-07-01 19:13:00,1.26389,1.2639,1.26388,1.2639,11729.9995
GBPUSD,2019-07-01 19:14:00,1.26391,1.26401,1.26391,1.264,54409.9998
GBPUSD,2019-07-01 19:15:00,1.264,1.26401,1.26399,1.26399,34639.9994
GBPUSD,2019-07-01 19:16:00,1.264,1.2641,1.26397,1.2641,38009.9983
GBPUSD,2019-07-01 19:17:00,1.26408,1.26409,1.26399,1.264,70889.9994
GBPUSD,2019-07-01 19:18:00,1.26401,1.2641,1.26391,1.26401,125250
GBPUSD,2019-07-01 19:19:00,1.26403,1.26415,1.264,1.26413,95949.9969
GBPUSD,2019-07-01 19:20:00,1.26415,1.26427,1.26411,1.26411,141570.0073
GBPUSD,2019-07-01 19:21:00,1.2641,1.26413,1.26407,1.26409,37840.0002
GBPUSD,2019-07-01 19:22:00,1.26409,1.26411,1.26405,1.2641,48770.0005
GBPUSD,2019-07-01 19:23:00,1.26409,1.26413,1.264,1.264,94540.0009
GBPUSD,2019-07-01 19:24:00,1.26401,1.26402,1.26397,1.26398,45259.9983
GBPUSD,2019-07-01 19:25:00,1.264,1.26409,1.26398,1.26404,106980.0034
GBPUSD,2019-07-01 19:26:00,1.26406,1.26408,1.26403,1.26407,61049.9992
GBPUSD,2019-07-01 19:27:00,1.26407,1.26407,1.26389,1.2639,60979.9995
GBPUSD,2019-07-01 19:28:00,1.26393,1.2641,1.26393,1.26408,62319.9997
GBPUSD,2019-07-01 19:29:00,1.26407,1.26408,1.26398,1.26398,40479.9995
GBPUSD,2019-07-01 19:30:00,1.26398,1.26409,1.26397,1.26409,66680.0003
GBPUSD,2019-07-01 19:31:00,1.26405,1.26407,1.26405,1.26406,26620.0008
GBPUSD,2019-07-01 19:32:00,1.26406,1.26409,1.26398,1.26408,58330.0018
GBPUSD,2019-07-01 19:33:00,1.26408,1.2642,1.26407,1.2642,96430.0003
GBPUSD,2019-07-01 19:34:00,1.26421,1.26447,1.26417,1.26441,137919.9982
GBPUSD,2019-07-01 19:35:00,1.26439,1.26443,1.26434,1.2644,63659.9998
GBPUSD,2019-07-01 19:36:00,1.26436,1.26442,1.26429,1.26429,70250
GBPUSD,2019-07-01 19:37:00,1.26428,1.26449,1.26428,1.2644,117180.0003
GBPUSD,2019-07-01 19:38:00,1.26439,1.26439,1.26426,1.26426,47470.0012
GBPUSD,2019-07-01 19:39:00,1.26427,1.26427,1.26416,1.2642,109639.9994
GBPUSD,2019-07-01 19:40:00,1.26419,1.2642,1.264,1.26406,117819.9997
GBPUSD,2019-07-01 19:41:00,1.26406,1.2641,1.26401,1.26405,70459.9991
GBPUSD,2019-07-01 19:42:00,1.26407,1.26409,1.26397,1.26397,43020.0005
GBPUSD,2019-07-01 19:43:00,1.26397,1.26408,1.26397,1.26398,107610.0006
GBPUSD,2019-07-01 19:44:00,1.26398,1.26404,1.26392,1.26393,47869.9989
GBPUSD,2019-07-01 19:45:00,1.26393,1.26401,1.26391,1.264,103669.9982
GBPUSD,2019-07-01 19:46:00,1.26399,1.264,1.2639,1.26396,54419.9982
GBPUSD,2019-07-01 19:47:00,1.26399,1.26411,1.26396,1.26401,103190.0024
GBPUSD,2019-07-01 19:48:00,1.26401,1.26406,1.26389,1.26389,93099.9985
GBPUSD,2019-07-01 19:49:00,1.2639,1.26397,1.26383,1.26397,180220.0012
GBPUSD,2019-07-01 19:50:00,1.26398,1.26413,1.26396,1.26396,114709.9991
GBPUSD,2019-07-01 19:51:00,1.26396,1.26396,1.26387,1.26387,69620.0027
GBPUSD,2019-07-01 19:52:00,1.2639,1.26394,1.26383,1.26386,66809.9976
GBPUSD,2019-07-01 19:53:00,1.26388,1.26397,1.26386,1.26387,66400.0015
GBPUSD,2019-07-01 19:54:00,1.26387,1.26396,1.26385,1.26389,50310.0014
GBPUSD,2019-07-01 19:55:00,1.26389,1.26393,1.26388,1.26388,65160.0037
GBPUSD,2019-07-01 19:56:00,1.26388,1.26388,1.26387,1.26388,39060.0014
GBPUSD,2019-07-01 19:57:00,1.26388,1.2639,1.26386,1.26388,38709.9991
GBPUSD,2019-07-01 19:58:00,1.26386,1.26392,1.26378,1.26388,96559.9976
GBPUSD,2019-07-01 19:59:00,1.26387,1.26389,1.26376,1.26379,60459.9991
GBPUSD,2019-07-01 20:00:00,1.2638,1.2638,1.26369,1.26377,47080.0018
GBPUSD,2019-07-01 20:01:00,1.26377,1.26378,1.26377,1.26377,8619.9999
GBPUSD,2019-07-01 20:02:00,1.26379,1.26379,1.26365,1.26368,63069.9997
GBPUSD,2019-07-01 20:03:00,1.26367,1.26374,1.26367,1.26369,46689.9986
GBPUSD,2019-07-01 20:04:00,1.2637,1.2637,1.26368,1.26369,9369.9999
GBPUSD,2019-07-01 20:05:00,1.26368,1.26369,1.26368,1.26369,6500
GBPUSD,2019-07-01 20:06:00,1.26369,1.26374,1.26369,1.26369,28860.0006
GBPUSD,2019-07-01 20:07:00,1.26369,1.26371,1.26369,1.26371,8000
GBPUSD,2019-07-01 20:08:00,1.2637,1.26379,1.2637,1.26379,30299.9992
GBPUSD,2019-07-01 20:09:00,1.2638,1.2638,1.2638,1.2638,1250
GBPUSD,2019-07-01 20:10:00,1.26379,1.26379,1.26371,1.26373,46729.9995
GBPUSD,2019-07-01 20:11:00,1.26373,1.26373,1.26371,1.26371,32819.9997
GBPUSD,2019-07-01 20:12:00,1.26373,1.26382,1.26372,1.26372,19709.9991
GBPUSD,2019-07-01 20:13:00,1.26373,1.26381,1.26373,1.26381,21229.9995
GBPUSD,2019-07-01 20:14:00,1.26382,1.26382,1.26377,1.2638,21610.0006
GBPUSD,2019-07-01 20:15:00,1.26375,1.26381,1.26373,1.2638,12750
GBPUSD,2019-07-01 20:16:00,1.26377,1.26379,1.26369,1.26371,30270.0005
GBPUSD,2019-07-01 20:17:00,1.26371,1.26378,1.26369,1.26369,18870.0008
GBPUSD,2019-07-01 20:18:00,1.26369,1.2637,1.26364,1.26364,20860.0006
GBPUSD,2019-07-01 20:19:00,1.26364,1.26364,1.26362,1.26362,17430.0003
GBPUSD,2019-07-01 20:20:00,1.26361,1.2637,1.26361,1.2637,14920.0001
GBPUSD,2019-07-01 20:21:00,1.26369,1.26369,1.26369,1.26369,4000
GBPUSD,2019-07-01 20:22:00,1.2637,1.2637,1.2637,1.2637,6250
GBPUSD,2019-07-01 20:23:00,1.2637,1.26372,1.26369,1.26369,25329.9999
GBPUSD,2019-07-01 20:24:00,1.2637,1.2637,1.26369,1.26369,2990
GBPUSD,2019-07-01 20:25:00,1.26369,1.26372,1.26368,1.26369,25680.0003
GBPUSD,2019-07-01 20:26:00,1.2637,1.26373,1.26367,1.2637,21399.9996
GBPUSD,2019-07-01 20:27:00,1.26371,1.26378,1.26371,1.26377,33419.9982
GBPUSD,2019-07-01 20:28:00,1.26382,1.26382,1.2638,1.2638,8869.9999
GBPUSD,2019-07-01 20:29:00,1.2638,1.26381,1.26371,1.26375,31219.9993
GBPUSD,2019-07-01 20:30:00,1.26375,1.26375,1.26368,1.26368,17469.9993
GBPUSD,2019-07-01 20:31:00,1.26369,1.2637,1.26368,1.26368,14109.9997
GBPUSD,2019-07-01 20:32:00,1.2637,1.2637,1.26359,1.26359,15600.0004
GBPUSD,2019-07-01 20:33:00,1.26359,1.26361,1.26359,1.2636,6619.9999
GBPUSD,2019-07-01 20:34:00,1.26361,1.26368,1.26357,1.26357,25370.0008
GBPUSD,2019-07-01 20:35:00,1.26357,1.2637,1.26357,1.2637,32759.9983
GBPUSD,2019-07-01 20:36:00,1.26367,1.26367,1.26367,1.26367,12619.9999
GBPUSD,2019-07-01 20:37:00,1.26369,1.2637,1.26368,1.2637,8869.9999
GBPUSD,2019-07-01 20:38:00,1.2637,1.2637,1.2636,1.2636,20690.0005
GBPUSD,2019-07-01 20:39:00,1.26361,1.26364,1.26361,1.26361,9229.9995
GBPUSD,2019-07-01 20:40:00,1.26361,1.26363,1.2636,1.26362,43590.0002
GBPUSD,2019-07-01 20:41:00,1.26362,1.26362,1.26357,1.26358,23959.9991
GBPUSD,2019-07-01 20:42:00,1.26359,1.26359,1.26359,1.26359,1000
GBPUSD,2019-07-01 20:43:00,1.26358,1.26359,1.26357,1.26358,37919.9982
GBPUSD,2019-07-01 20:44:00,1.2636,1.26363,1.26359,1.26363,11739.9998
GBPUSD,2019-07-01 20:45:00,1.26363,1.26374,1.26363,1.26373,56119.9989
GBPUSD,2019-07-01 20:46:00,1.26373,1.26374,1.26372,1.26374,17739.9998
GBPUSD,2019-07-01 20:47:00,1.26373,1.26374,1.26372,1.26373,25879.9992
GBPUSD,2019-07-01 20:48:00,1.26373,1.26383,1.26373,1.26383,24750
GBPUSD,2019-07-01 20:49:00,1.26383,1.26383,1.26379,1.26381,21440.0005
GBPUSD,2019-07-01 20:50:00,1.26381,1.26381,1.26357,1.26363,49810.0014
GBPUSD,2019-07-01 20:51:00,1.26363,1.26366,1.26363,1.26363,20129.9992
GBPUSD,2019-07-01 20:52:00,1.26364,1.26365,1.26363,1.26363,23870.0008
GBPUSD,2019-07-01 20:53:00,1.26361,1.26372,1.26361,1.26372,24799.9992
GBPUSD,2019-07-01 20:54:00,1.26372,1.26373,1.2637,1.26373,29319.9997
GBPUSD,2019-07-01 20:55:00,1.26371,1.26375,1.26371,1.26373,23000
GBPUSD,2019-07-01 20:56:00,1.26373,1.26374,1.26372,1.26374,6250
GBPUSD,2019-07-01 20:57:00,1.26373,1.26389,1.26371,1.26389,59939.9986
GBPUSD,2019-07-01 20:58:00,1.26389,1.26389,1.26377,1.26379,36250
GBPUSD,2019-07-01 20:59:00,1.26378,1.26388,1.26377,1.26386,12500
GBPUSD,2019-07-01 21:00:00,1.26378,1.26397,1.26368,1.26372,15329.9999
GBPUSD,2019-07-01 21:01:00,1.2639,1.2639,1.2639,1.2639,1500
GBPUSD,2019-07-01 21:02:00,1.26391,1.26391,1.26388,1.26388,3750
GBPUSD,2019-07-01 21:03:00,1.26359,1.26388,1.26359,1.26388,1870
GBPUSD,2019-07-01 21:04:00,1.26388,1.26389,1.26388,1.26389,3000
GBPUSD,2019-07-01 21:05:00,1.26394,1.26394,1.26382,1.26382,4130.0001
GBPUSD,2019-07-01 21:06:00,1.26382,1.26418,1.2638,1.26404,23209.9991
GBPUSD,2019-07-01 21:07:00,1.26406,1.26429,1.26377,1.26401,18690.0005
GBPUSD,2019-07-01 21:08:00,1.26422,1.26434,1.26382,1.26392,39540.0009
GBPUSD,2019-07-01 21:09:00,1.26392,1.2642,1.26365,1.2638,27010.0002
GBPUSD,2019-07-01 21:10:00,1.26382,1.26382,1.2638,1.26381,31860.0006
GBPUSD,2019-07-01 21:11:00,1.26384,1.26428,1.26361,1.2638,51259.9983
GBPUSD,2019-07-01 21:12:00,1.26378,1.26405,1.26364,1.26397,43119.9989
GBPUSD,2019-07-01 21:13:00,1.26396,1.26429,1.26381,1.26409,59560.0014
GBPUSD,2019-07-01 21:14:00,1.26411,1.26411,1.2639,1.26399,21750
GBPUSD,2019-07-01 21:15:00,1.26398,1.26398,1.26396,1.26397,16250
GBPUSD,2019-07-01 21:16:00,1.26397,1.26414,1.26397,1.2641,16000
GBPUSD,2019-07-01 21:17:00,1.2641,1.2641,1.26406,1.26406,3500
GBPUSD,2019-07-01 21:18:00,1.26408,1.26412,1.26408,1.2641,7500
GBPUSD,2019-07-01 21:19:00,1.26407,1.2641,1.26407,1.2641,4000
GBPUSD,2019-07-01 21:20:00,1.26411,1.26416,1.26411,1.26416,4750
GBPUSD,2019-07-01 21:21:00,1.26429,1.26431,1.26414,1.26416,32060.0014
GBPUSD,2019-07-01 21:22:00,1.26417,1.26418,1.26408,1.26408,19250
GBPUSD,2019-07-01 21:23:00,1.26409,1.26416,1.26409,1.26416,23500
GBPUSD,2019-07-01 21:24:00,1.26416,1.26419,1.26415,1.26419,13250
GBPUSD,2019-07-01 21:25:00,1.26419,1.26419,1.26394,1.26394,21250
GBPUSD,2019-07-01 21:26:00,1.26394,1.26394,1.26386,1.26387,17000
GBPUSD,2019-07-01 21:27:00,1.26386,1.26387,1.26384,1.26385,29250
GBPUSD,2019-07-01 21:28:00,1.26384,1.26386,1.26384,1.26385,19500
GBPUSD,2019-07-01 21:29:00,1.26384,1.26386,1.26383,1.26383,13250
GBPUSD,2019-07-01 21:30:00,1.26381,1.26381,1.26379,1.26381,9500
GBPUSD,2019-07-01 21:31:00,1.26383,1.26383,1.26383,1.26383,2500
GBPUSD,2019-07-01 21:32:00,1.26387,1.26387,1.26386,1.26386,10460
GBPUSD,2019-07-01 21:33:00,1.26387,1.26387,1.26387,1.26387,5000
GBPUSD,2019-07-01 21:34:00,1.26387,1.26395,1.26387,1.26392,17500
GBPUSD,2019-07-01 21:35:00,1.26391,1.26416,1.26391,1.26409,15710
GBPUSD,2019-07-01 21:36:00,1.26408,1.26408,1.26397,1.26397,29420.0001
GBPUSD,2019-07-01 21:37:00,1.26396,1.26397,1.26396,1.26397,2000
GBPUSD,2019-07-01 21:38:00,1.26397,1.26397,1.26397,1.26397,1250
GBPUSD,2019-07-01 21:39:00,1.26399,1.26399,1.26398,1.26398,3750
GBPUSD,2019-07-01 21:40:00,1.26397,1.26397,1.26397,1.26397,4250
GBPUSD,2019-07-01 21:41:00,1.26397,1.26397,1.26397,1.26397,4000
GBPUSD,2019-07-01 21:42:00,1.26397,1.26397,1.26397,1.26397,2000
GBPUSD,2019-07-01 21:43:00,1.26397,1.26419,1.26379,1.26379,63020.0005
GBPUSD,2019-07-01 21:44:00,1.26376,1.26388,1.26367,1.26386,58000
GBPUSD,2019-07-01 21:45:00,1.26385,1.26405,1.26378,1.26405,48500
