EPIC,DATETIME,BID_OPEN,BID_HIGH,BID_LOW,BID_CLOSE,LTV
GBPUSD,2019-07-16 21:58:00,1.24059,1.2407,1.2403,1.24032,99529.9988
GBPUSD,2019-07-16 21:59:00,1.24034,1.24042,1.24032,1.24035,62950.0008
GBPUSD,2019-07-16 22:00:00,1.24035,1.24079,1.24035,1.24061,23000
GBPUSD,2019-07-16 22:01:00,1.24061,1.24062,1.24059,1.24062,5460
GBPUSD,2019-07-16 22:02:00,1.24062,1.24062,1.24062,1.24062,1500
GBPUSD,2019-07-16 22:03:00,1.24062,1.24063,1.24062,1.24063,5250
GBPUSD,2019-07-16 22:04:00,1.24061,1.2408,1.24061,1.24079,8420.0001
GBPUSD,2019-07-16 22:05:00,1.24077,1.24086,1.24077,1.24085,16690.0005
GBPUSD,2019-07-16 22:06:00,1.24084,1.24086,1.24084,1.24085,6000
GBPUSD,2019-07-16 22:07:00,1.24084,1.24085,1.24083,1.24085,10000
GBPUSD,2019-07-16 22:08:00,1.24085,1.24087,1.24081,1.24081,16000
GBPUSD,2019-07-16 22:09:00,1.24088,1.24088,1.24087,1.24088,3869.9999
GBPUSD,2019-07-16 22:10:00,1.24088,1.24089,1.24087,1.24088,14489.9998
GBPUSD,2019-07-16 22:11:00,1.2409,1.2409,1.24089,1.2409,6000
GBPUSD,2019-07-16 22:12:00,1.2409,1.24091,1.24087,1.24091,19620.0008
GBPUSD,2019-07-16 22:13:00,1.24093,1.24104,1.24093,1.24098,8500
GBPUSD,2019-07-16 22:14:00,1.24095,1.24095,1.24095,1.24095,3619.9999
GBPUSD,2019-07-16 22:15:00,1.24097,1.24102,1.24097,1.24101,20000
GBPUSD,2019-07-16 22:16:00,1.24102,1.24102,1.24101,1.24101,3000
GBPUSD,2019-07-16 22:17:00,1.24101,1.24103,1.241,1.24103,5750
GBPUSD,2019-07-16 22:18:00,1.24101,1.24109,1.241,1.24101,24870.0008
GBPUSD,2019-07-16 22:19:00,1.24101,1.24101,1.241,1.241,6000
GBPUSD,2019-07-16 22:20:00,1.24099,1.24111,1.24099,1.24107,23860.0006
GBPUSD,2019-07-16 22:21:00,1.24108,1.24108,1.24105,1.24105,9369.9999
GBPUSD,2019-07-16 22:22:00,1.24104,1.24104,1.24104,1.24104,1000
GBPUSD,2019-07-16 22:23:00,1.24104,1.24104,1.24096,1.24096,15250
GBPUSD,2019-07-16 22:24:00,1.24098,1.24098,1.24095,1.24095,30309.9995
GBPUSD,2019-07-16 22:25:00,1.24096,1.24104,1.24096,1.24102,14500
GBPUSD,2019-07-16 22:26:00,1.24103,1.24115,1.24103,1.24115,19120.0008
GBPUSD,2019-07-16 22:27:00,1.24114,1.24116,1.24114,1.24115,9500
GBPUSD,2019-07-16 22:28:00,1.24114,1.24118,1.24104,1.24106,20120.0008
GBPUSD,2019-07-16 22:29:00,1.24106,1.24106,1.24105,1.24106,6000
GBPUSD,2019-07-16 22:30:00,1.24106,1.2411,1.24101,1.24101,24370.0008
GBPUSD,2019-07-16 22:31:00,1.24101,1.24108,1.24099,1.24106,28440.0005
GBPUSD,2019-07-16 22:32:00,1.24105,1.24109,1.24105,1.24106,15250
GBPUSD,2019-07-16 22:33:00,1.24106,1.24106,1.24105,1.24105,6750
GBPUSD,2019-07-16 22:34:00,1.24105,1.24106,1.24101,1.24105,10750
GBPUSD,2019-07-16 22:35:00,1.24101,1.24105,1.24101,1.24105,7000
GBPUSD,2019-07-16 22:36:00,1.24104,1.24106,1.24103,1.24105,9000
GBPUSD,2019-07-16 22:37:00,1.24106,1.24106,1.24105,1.24105,9000
GBPUSD,2019-07-16 22:38:00,1.24105,1.24106,1.24105,1.24106,4000
GBPUSD,2019-07-16 22:39:00,1.24101,1.24106,1.24101,1.24106,4750
GBPUSD,2019-07-16 22:40:00,1.24106,1.24106,1.24106,1.24106,2000
GBPUSD,2019-07-16 22:41:00,1.24106,1.24106,1.24101,1.24105,24239.9998
GBPUSD,2019-07-16 22:42:00,1.24106,1.24106,1.24102,1.24102,6869.9999
GBPUSD,2019-07-16 22:43:00,1.24101,1.24101,1.241,1.241,75000
GBPUSD,2019-07-16 22:44:00,1.24101,1.24101,1.24089,1.24089,92819.9997
GBPUSD,2019-07-16 22:45:00,1.24092,1.24093,1.2409,1.24092,8000
GBPUSD,2019-07-16 22:46:00,1.24089,1.24092,1.24088,1.24089,18500
GBPUSD,2019-07-16 22:47:00,1.24088,1.24089,1.24087,1.24088,14000
GBPUSD,2019-07-16 22:48:00,1.24088,1.24091,1.24088,1.24091,8250
GBPUSD,2019-07-16 22:49:00,1.24091,1.24091,1.24087,1.2409,16000
GBPUSD,2019-07-16 22:50:00,1.24091,1.24095,1.2409,1.24093,13689.9996
GBPUSD,2019-07-16 22:51:00,1.24094,1.24094,1.24092,1.24093,5000
GBPUSD,2019-07-16 22:52:00,1.24093,1.24093,1.24093,1.24093,5000
GBPUSD,2019-07-16 22:53:00,1.24093,1.24095,1.24089,1.24095,23500
GBPUSD,2019-07-16 22:54:00,1.24092,1.24095,1.24092,1.24095,3250
GBPUSD,2019-07-16 22:55:00,1.24095,1.24095,1.2409,1.24095,11000
GBPUSD,2019-07-16 22:56:00,1.24095,1.24095,1.24089,1.24089,10250
GBPUSD,2019-07-16 22:57:00,1.2409,1.2409,1.2409,1.2409,1370
GBPUSD,2019-07-16 22:58:00,1.24092,1.24092,1.24092,1.24092,1000
GBPUSD,2019-07-16 22:59:00,1.2409,1.24091,1.2409,1.24091,5000
GBPUSD,2019-07-16 23:00:00,1.24089,1.24096,1.24084,1.24095,24620.0008
GBPUSD,2019-07-16 23:01:00,1.24095,1.24095,1.24092,1.24094,7000
GBPUSD,2019-07-16 23:02:00,1.24094,1.24094,1.24085,1.24085,44619.9989
GBPUSD,2019-07-16 23:03:00,1.24086,1.24093,1.24085,1.24089,38500
GBPUSD,2019-07-16 23:04:00,1.2409,1.24093,1.2409,1.24092,6000
GBPUSD,2019-07-16 23:05:00,1.24091,1.24095,1.24089,1.24089,18500
GBPUSD,2019-07-16 23:06:00,1.2409,1.24094,1.2409,1.24093,19000
GBPUSD,2019-07-16 23:07:00,1.24093,1.24095,1.24086,1.24091,18250
GBPUSD,2019-07-16 23:08:00,1.24091,1.24094,1.24091,1.24091,13619.9999
GBPUSD,2019-07-16 23:09:00,1.2409,1.24093,1.2409,1.24093,6000
GBPUSD,2019-07-16 23:10:00,1.24093,1.24094,1.24093,1.24093,5000
GBPUSD,2019-07-16 23:11:00,1.24094,1.24095,1.24094,1.24095,4000
GBPUSD,2019-07-16 23:12:00,1.24106,1.24114,1.24104,1.24109,39930.0003
GBPUSD,2019-07-16 23:13:00,1.2411,1.2411,1.24104,1.24104,20750
GBPUSD,2019-07-16 23:14:00,1.24108,1.24109,1.24108,1.24108,4750
GBPUSD,2019-07-16 23:15:00,1.24108,1.24108,1.24101,1.24101,20370.0008
GBPUSD,2019-07-16 23:16:00,1.24101,1.24101,1.241,1.24101,13750
GBPUSD,2019-07-16 23:17:00,1.24105,1.24112,1.24105,1.24112,24840.0002
GBPUSD,2019-07-16 23:18:00,1.24107,1.24107,1.24099,1.24105,118190.0024
GBPUSD,2019-07-16 23:19:00,1.24102,1.24106,1.24099,1.24099,57770.0005
GBPUSD,2019-07-16 23:20:00,1.24101,1.24101,1.24099,1.24099,10750
GBPUSD,2019-07-16 23:21:00,1.241,1.24101,1.24099,1.24099,65589.9963
GBPUSD,2019-07-16 23:22:00,1.241,1.24103,1.24099,1.241,19989.9998
GBPUSD,2019-07-16 23:23:00,1.24099,1.24099,1.2409,1.24092,75230.0034
GBPUSD,2019-07-16 23:24:00,1.24097,1.24101,1.24095,1.241,34169.9982
GBPUSD,2019-07-16 23:25:00,1.24098,1.24103,1.24097,1.24101,43319.9997
GBPUSD,2019-07-16 23:26:00,1.24103,1.24103,1.24099,1.24101,44520.0005
GBPUSD,2019-07-16 23:27:00,1.24101,1.24102,1.24101,1.24101,19860.0006
GBPUSD,2019-07-16 23:28:00,1.24098,1.24102,1.24096,1.24096,47970.0012
GBPUSD,2019-07-16 23:29:00,1.24097,1.24101,1.24097,1.241,33919.9982
GBPUSD,2019-07-16 23:30:00,1.241,1.24101,1.24099,1.24099,9239.9998
GBPUSD,2019-07-16 23:31:00,1.24099,1.24102,1.24097,1.241,21489.9998
GBPUSD,2019-07-16 23:32:00,1.24102,1.24102,1.24097,1.24099,16850.0004
GBPUSD,2019-07-16 23:33:00,1.24099,1.24101,1.24086,1.24089,34299.9992
GBPUSD,2019-07-16 23:34:00,1.2409,1.24095,1.24088,1.24088,21110.0006
GBPUSD,2019-07-16 23:35:00,1.2409,1.2409,1.24089,1.24089,30180.0003
GBPUSD,2019-07-16 23:36:00,1.2409,1.24096,1.24089,1.24092,10750
GBPUSD,2019-07-16 23:37:00,1.24092,1.24092,1.24089,1.24091,8250
GBPUSD,2019-07-16 23:38:00,1.24092,1.24092,1.24091,1.24092,5500
GBPUSD,2019-07-16 23:39:00,1.24091,1.24096,1.24091,1.24093,51790.0009
GBPUSD,2019-07-16 23:40:00,1.24093,1.24103,1.24093,1.24102,62220.0012
GBPUSD,2019-07-16 23:41:00,1.24103,1.24103,1.24101,1.24101,13689.9996
GBPUSD,2019-07-16 23:42:00,1.24101,1.24101,1.24095,1.24096,58189.9986
GBPUSD,2019-07-16 23:43:00,1.24096,1.241,1.24096,1.241,21620.0008
GBPUSD,2019-07-16 23:44:00,1.24103,1.24119,1.24102,1.24112,93000
GBPUSD,2019-07-16 23:45:00,1.24111,1.24111,1.24091,1.24091,95339.9963
GBPUSD,2019-07-16 23:46:00,1.24092,1.24093,1.24091,1.24092,15300.0002
GBPUSD,2019-07-16 23:47:00,1.24095,1.24095,1.24091,1.24094,63970.0012
GBPUSD,2019-07-16 23:48:00,1.24095,1.24095,1.24091,1.24092,59200.0008
GBPUSD,2019-07-16 23:49:00,1.24093,1.24097,1.24092,1.24092,83190.0024
GBPUSD,2019-07-16 23:50:00,1.24093,1.24093,1.24093,1.24093,2250
GBPUSD,2019-07-16 23:51:00,1.24092,1.24103,1.24092,1.24103,46479.9995
GBPUSD,2019-07-16 23:52:00,1.24102,1.24104,1.24101,1.24101,91029.9988
GBPUSD,2019-07-16 23:53:00,1.24103,1.24104,1.241,1.24101,79440.0024
GBPUSD,2019-07-16 23:54:00,1.24102,1.24102,1.24101,1.24101,9750
GBPUSD,2019-07-16 23:55:00,1.241,1.24102,1.24096,1.24101,24729.9995
GBPUSD,2019-07-16 23:56:00,1.24101,1.24104,1.24101,1.24103,6369.9999
GBPUSD,2019-07-16 23:57:00,1.24101,1.24104,1.24101,1.24101,89879.9973
GBPUSD,2019-07-16 23:58:00,1.24102,1.24103,1.24101,1.24102,104870.0027
GBPUSD,2019-07-16 23:59:00,1.24099,1.24099,1.24092,1.24093,38770.0005
GBPUSD,2019-07-17 00:00:00,1.24093,1.24093,1.24073,1.24083,137449.9969
GBPUSD,2019-07-17 00:01:00,1.24081,1.24091,1.2408,1.24091,172970.0012
GBPUSD,2019-07-17 00:02:00,1.24089,1.24089,1.24085,1.24086,82459.9991
GBPUSD,2019-07-17 00:03:00,1.24086,1.2409,1.24086,1.24088,37259.9983
GBPUSD,2019-07-17 00:04:00,1.24086,1.24088,1.24085,1.24087,65459.9991
GBPUSD,2019-07-17 00:05:00,1.2409,1.2409,1.24071,1.24071,132880.0049
GBPUSD,2019-07-17 00:06:00,1.24073,1.24075,1.24069,1.24073,206630.0049
GBPUSD,2019-07-17 00:07:00,1.24073,1.2408,1.2407,1.24076,68099.9985
GBPUSD,2019-07-17 00:08:00,1.24075,1.2408,1.24073,1.24075,52369.9989
GBPUSD,2019-07-17 00:09:00,1.24076,1.24076,1.24061,1.24063,72279.9988
GBPUSD,2019-07-17 00:10:00,1.24062,1.24081,1.2406,1.24081,78349.9985
GBPUSD,2019-07-17 00:11:00,1.24082,1.24082,1.2407,1.24071,34860.0006
GBPUSD,2019-07-17 00:12:00,1.24071,1.24075,1.24065,1.24071,57750
GBPUSD,2019-07-17 00:13:00,1.24071,1.24072,1.24061,1.24064,49099.9985
GBPUSD,2019-07-17 00:14:00,1.24063,1.2407,1.2406,1.24063,76529.9988
GBPUSD,2019-07-17 00:15:00,1.24064,1.24071,1.24063,1.2407,87860.0006
GBPUSD,2019-07-17 00:16:00,1.2407,1.2407,1.24062,1.24062,93050.0031
GBPUSD,2019-07-17 00:17:00,1.24063,1.24065,1.2406,1.24062,129539.9933
GBPUSD,2019-07-17 00:18:00,1.2406,1.24063,1.24059,1.24061,34479.9995
GBPUSD,2019-07-17 00:19:00,1.24062,1.24062,1.24055,1.2406,52369.9989
GBPUSD,2019-07-17 00:20:00,1.24059,1.24059,1.24055,1.24059,31510.0002
GBPUSD,2019-07-17 00:21:00,1.24061,1.24062,1.24059,1.24059,27860.0006
GBPUSD,2019-07-17 00:22:00,1.24058,1.24061,1.24056,1.24061,64540.0009
GBPUSD,2019-07-17 00:23:00,1.24061,1.24061,1.24058,1.24059,43750
GBPUSD,2019-07-17 00:24:00,1.24059,1.2406,1.24059,1.2406,20200.0008
GBPUSD,2019-07-17 00:25:00,1.2406,1.24063,1.2406,1.24062,13810.0004
GBPUSD,2019-07-17 00:26:00,1.24062,1.2407,1.24061,1.24069,140509.9945
GBPUSD,2019-07-17 00:27:00,1.2407,1.24071,1.24064,1.24065,57909.9998
GBPUSD,2019-07-17 00:28:00,1.24063,1.24063,1.24061,1.24062,34009.9983
GBPUSD,2019-07-17 00:29:00,1.24061,1.2407,1.2406,1.2407,66919.9982
GBPUSD,2019-07-17 00:30:00,1.24069,1.24071,1.24063,1.24064,40919.9982
GBPUSD,2019-07-17 00:31:00,1.24064,1.24066,1.24061,1.24061,54830.0018
GBPUSD,2019-07-17 00:32:00,1.24059,1.24062,1.24052,1.24057,72800.0031
GBPUSD,2019-07-17 00:33:00,1.24055,1.24059,1.24054,1.24059,40779.9988
GBPUSD,2019-07-17 00:34:00,1.24059,1.24059,1.24058,1.24059,12569.9997
GBPUSD,2019-07-17 00:35:00,1.24058,1.24059,1.24057,1.24059,30440.0005
GBPUSD,2019-07-17 00:36:00,1.24059,1.24059,1.24058,1.24059,7070.0002
GBPUSD,2019-07-17 00:37:00,1.2406,1.2407,1.24059,1.24069,42470.0012
GBPUSD,2019-07-17 00:38:00,1.24069,1.24069,1.24067,1.24068,24870.0008
GBPUSD,2019-07-17 00:39:00,1.24068,1.24069,1.24058,1.2406,84150.0015
GBPUSD,2019-07-17 00:40:00,1.24059,1.24063,1.24059,1.24063,135080.0018
GBPUSD,2019-07-17 00:41:00,1.24062,1.24067,1.24061,1.24063,105860.0006
GBPUSD,2019-07-17 00:42:00,1.24062,1.24068,1.24062,1.24068,77589.9963
GBPUSD,2019-07-17 00:43:00,1.2407,1.24079,1.24069,1.24079,44880.0011
GBPUSD,2019-07-17 00:44:00,1.24079,1.2408,1.24079,1.2408,10000
GBPUSD,2019-07-17 00:45:00,1.24081,1.24081,1.24078,1.24079,15659.9998
GBPUSD,2019-07-17 00:46:00,1.24084,1.24086,1.24079,1.24082,92370.0027
GBPUSD,2019-07-17 00:47:00,1.24081,1.24081,1.24078,1.2408,31739.9998
GBPUSD,2019-07-17 00:48:00,1.24081,1.24081,1.24079,1.24079,8500
GBPUSD,2019-07-17 00:49:00,1.2408,1.2408,1.24072,1.24078,36080.0018
GBPUSD,2019-07-17 00:50:00,1.24076,1.24076,1.2407,1.24072,34599.9985
GBPUSD,2019-07-17 00:51:00,1.24072,1.2408,1.24072,1.2408,31290.0009
GBPUSD,2019-07-17 00:52:00,1.24079,1.24084,1.24079,1.24081,35020.0005
GBPUSD,2019-07-17 00:53:00,1.24079,1.24079,1.24076,1.24077,62130.0011
GBPUSD,2019-07-17 00:54:00,1.24076,1.24077,1.24067,1.24075,61909.9998
GBPUSD,2019-07-17 00:55:00,1.24075,1.24078,1.24065,1.24067,110940.0024
GBPUSD,2019-07-17 00:56:00,1.24068,1.24071,1.24063,1.24066,51790.0009
GBPUSD,2019-07-17 00:57:00,1.24067,1.2407,1.24066,1.24069,35360.0006
GBPUSD,2019-07-17 00:58:00,1.2407,1.24071,1.2407,1.24071,6989.9998
GBPUSD,2019-07-17 00:59:00,1.24072,1.2408,1.24072,1.24079,44939.9986
GBPUSD,2019-07-17 01:00:00,1.24079,1.24101,1.24079,1.24099,102099.9985
GBPUSD,2019-07-17 01:01:00,1.24098,1.24099,1.24086,1.24087,100919.9982
GBPUSD,2019-07-17 01:02:00,1.24087,1.24092,1.24087,1.24092,41389.9994
GBPUSD,2019-07-17 01:03:00,1.24091,1.24091,1.2409,1.24091,14050.0002
GBPUSD,2019-07-17 01:04:00,1.24088,1.24088,1.24081,1.24084,172839.9963
GBPUSD,2019-07-17 01:05:00,1.24082,1.24084,1.24079,1.24081,63119.9989
GBPUSD,2019-07-17 01:06:00,1.24081,1.24086,1.24079,1.24079,85449.9969
GBPUSD,2019-07-17 01:07:00,1.2408,1.24085,1.2408,1.24085,101779.9988
GBPUSD,2019-07-17 01:08:00,1.24085,1.241,1.24084,1.24099,107050.0031
GBPUSD,2019-07-17 01:09:00,1.24098,1.241,1.24091,1.24092,95510.0021
GBPUSD,2019-07-17 01:10:00,1.24096,1.24099,1.24091,1.24092,126779.9988
GBPUSD,2019-07-17 01:11:00,1.24091,1.24093,1.24088,1.24092,38549.9992
GBPUSD,2019-07-17 01:12:00,1.24091,1.24098,1.24089,1.24098,48049.9992
GBPUSD,2019-07-17 01:13:00,1.24098,1.24098,1.24089,1.24091,62400.0015
GBPUSD,2019-07-17 01:14:00,1.24091,1.24102,1.24091,1.24101,98129.9973
GBPUSD,2019-07-17 01:15:00,1.24101,1.24103,1.24091,1.24102,129869.9951
GBPUSD,2019-07-17 01:16:00,1.24102,1.24103,1.24101,1.24101,100309.9976
GBPUSD,2019-07-17 01:17:00,1.24101,1.24102,1.241,1.24102,140979.9957
GBPUSD,2019-07-17 01:18:00,1.24102,1.24112,1.24102,1.24112,81500
GBPUSD,2019-07-17 01:19:00,1.24112,1.24121,1.2411,1.2412,123050.0031
GBPUSD,2019-07-17 01:20:00,1.24122,1.24124,1.24111,1.24121,153580.0018
GBPUSD,2019-07-17 01:21:00,1.24121,1.24123,1.2412,1.24121,130089.9963
GBPUSD,2019-07-17 01:22:00,1.24121,1.24123,1.2412,1.24122,29370.0008
GBPUSD,2019-07-17 01:23:00,1.24121,1.24122,1.2412,1.2412,41159.9998
GBPUSD,2019-07-17 01:24:00,1.24121,1.24133,1.2412,1.2413,67110.0006
GBPUSD,2019-07-17 01:25:00,1.2413,1.24142,1.24127,1.24131,115489.9979
GBPUSD,2019-07-17 01:26:00,1.2413,1.24132,1.24127,1.24132,45369.9989
GBPUSD,2019-07-17 01:27:00,1.24132,1.24132,1.24129,1.24131,92300.0031
GBPUSD,2019-07-17 01:28:00,1.24129,1.24131,1.24129,1.2413,61409.9998
GBPUSD,2019-07-17 01:29:00,1.24129,1.24135,1.24128,1.2413,39360.0006
GBPUSD,2019-07-17 01:30:00,1.24129,1.24136,1.24128,1.24129,75569.9997
GBPUSD,2019-07-17 01:31:00,1.2413,1.24131,1.24128,1.2413,14710
GBPUSD,2019-07-17 01:32:00,1.2413,1.24131,1.24129,1.2413,25049.9992
GBPUSD,2019-07-17 01:33:00,1.2413,1.24131,1.24128,1.24131,49569.9997
GBPUSD,2019-07-17 01:34:00,1.24132,1.24133,1.24129,1.24129,30579.9999
GBPUSD,2019-07-17 01:35:00,1.24131,1.24136,1.24128,1.24129,196589.9963
GBPUSD,2019-07-17 01:36:00,1.2413,1.24132,1.24125,1.24131,85709.9991
GBPUSD,2019-07-17 01:37:00,1.2413,1.24134,1.24129,1.24133,96099.9985
GBPUSD,2019-07-17 01:38:00,1.24134,1.24134,1.24131,1.24131,11060.0004
GBPUSD,2019-07-17 01:39:00,1.24129,1.2413,1.24129,1.2413,4300.0002
GBPUSD,2019-07-17 01:40:00,1.24129,1.24132,1.24129,1.24131,31049.9992
GBPUSD,2019-07-17 01:41:00,1.24131,1.24132,1.2413,1.24132,11819.9997
GBPUSD,2019-07-17 01:42:00,1.2413,1.2413,1.24129,1.2413,29069.9997
GBPUSD,2019-07-17 01:43:00,1.2413,1.24131,1.24128,1.24128,45290.0009
GBPUSD,2019-07-17 01:44:00,1.2413,1.2413,1.24128,1.2413,33569.9997
GBPUSD,2019-07-17 01:45:00,1.2413,1.2413,1.24128,1.2413,16520.0005
GBPUSD,2019-07-17 01:46:00,1.24129,1.2413,1.24128,1.24129,39220.0012
GBPUSD,2019-07-17 01:47:00,1.24129,1.24131,1.24124,1.24124,72339.9963
GBPUSD,2019-07-17 01:48:00,1.24126,1.2413,1.24126,1.2413,39259.9983
GBPUSD,2019-07-17 01:49:00,1.2413,1.24131,1.24129,1.24129,16930.0003
GBPUSD,2019-07-17 01:50:00,1.2413,1.24139,1.2413,1.24134,96510.0021
GBPUSD,2019-07-17 01:51:00,1.24134,1.24135,1.24133,1.24134,97529.9988
GBPUSD,2019-07-17 01:52:00,1.24135,1.24135,1.24132,1.24132,50819.9997
GBPUSD,2019-07-17 01:53:00,1.24132,1.24135,1.24132,1.24135,63090.0002
GBPUSD,2019-07-17 01:54:00,1.24135,1.24142,1.24132,1.24137,122690.0024
GBPUSD,2019-07-17 01:55:00,1.24137,1.24137,1.24131,1.24134,77900.0015
GBPUSD,2019-07-17 01:56:00,1.24133,1.24136,1.24131,1.24135,64209.9991
GBPUSD,2019-07-17 01:57:00,1.24135,1.24135,1.2413,1.2413,54500
GBPUSD,2019-07-17 01:58:00,1.24131,1.24131,1.24128,1.2413,44430.0003
GBPUSD,2019-07-17 01:59:00,1.24129,1.2414,1.24129,1.24133,79680.0003
GBPUSD,2019-07-17 02:00:00,1.24131,1.24136,1.2413,1.2413,41229.9995
GBPUSD,2019-07-17 02:01:00,1.24131,1.24132,1.24129,1.24129,14670.0001
GBPUSD,2019-07-17 02:02:00,1.24131,1.24131,1.24128,1.2413,16040.0009
GBPUSD,2019-07-17 02:03:00,1.2413,1.24131,1.24128,1.2413,37439.9986
GBPUSD,2019-07-17 02:04:00,1.24129,1.24133,1.24128,1.24132,74120.0027
GBPUSD,2019-07-17 02:05:00,1.24132,1.24132,1.24129,1.24129,32049.9992
GBPUSD,2019-07-17 02:06:00,1.24136,1.24148,1.24136,1.24145,42520.0005
GBPUSD,2019-07-17 02:07:00,1.24146,1.24146,1.24144,1.24145,17840.0002
GBPUSD,2019-07-17 02:08:00,1.24144,1.24145,1.24134,1.24134,41439.9986
GBPUSD,2019-07-17 02:09:00,1.24134,1.24135,1.24133,1.24134,32040.0009
GBPUSD,2019-07-17 02:10:00,1.24134,1.24134,1.24133,1.24134,36580.0018
GBPUSD,2019-07-17 02:11:00,1.24134,1.24135,1.24133,1.24134,18760.0002
GBPUSD,2019-07-17 02:12:00,1.24133,1.24134,1.24131,1.24134,49490.0017
GBPUSD,2019-07-17 02:13:00,1.24134,1.24135,1.24132,1.24132,18059.9995
GBPUSD,2019-07-17 02:14:00,1.24133,1.24133,1.24132,1.24133,15369.9999
GBPUSD,2019-07-17 02:15:00,1.24132,1.24133,1.24132,1.24133,15869.9999
GBPUSD,2019-07-17 02:16:00,1.24132,1.24133,1.24131,1.24131,30489.9998
GBPUSD,2019-07-17 02:17:00,1.24128,1.24128,1.24122,1.24122,21959.9991
GBPUSD,2019-07-17 02:18:00,1.24121,1.24123,1.24112,1.24112,29270.0005
GBPUSD,2019-07-17 02:19:00,1.24112,1.24113,1.24111,1.24112,31850.0004
GBPUSD,2019-07-17 02:20:00,1.24111,1.24111,1.24102,1.2411,41500
GBPUSD,2019-07-17 02:21:00,1.24111,1.24114,1.24111,1.24113,36490.0017
GBPUSD,2019-07-17 02:22:00,1.24113,1.24127,1.24113,1.24124,59150.0015
GBPUSD,2019-07-17 02:23:00,1.24124,1.24125,1.24122,1.24124,16250
GBPUSD,2019-07-17 02:24:00,1.24123,1.24124,1.24121,1.24122,21250
GBPUSD,2019-07-17 02:25:00,1.24122,1.24123,1.24121,1.24122,10199.9998
GBPUSD,2019-07-17 02:26:00,1.24121,1.24124,1.24121,1.24124,10250
GBPUSD,2019-07-17 02:27:00,1.24123,1.24124,1.24123,1.24124,4500
GBPUSD,2019-07-17 02:28:00,1.24124,1.24124,1.24123,1.24123,9500
GBPUSD,2019-07-17 02:29:00,1.24124,1.24124,1.24123,1.24123,8939.9996
GBPUSD,2019-07-17 02:30:00,1.24122,1.24123,1.24114,1.24122,77940.0024
GBPUSD,2019-07-17 02:31:00,1.24123,1.24123,1.24115,1.24116,63909.9998
GBPUSD,2019-07-17 02:32:00,1.24119,1.24123,1.24112,1.24115,93699.9969
GBPUSD,2019-07-17 02:33:00,1.24113,1.24114,1.24112,1.24114,13000
GBPUSD,2019-07-17 02:34:00,1.24114,1.24124,1.24112,1.24123,45900.0015
GBPUSD,2019-07-17 02:35:00,1.24123,1.24124,1.24122,1.24122,18020.0005
GBPUSD,2019-07-17 02:36:00,1.24125,1.24125,1.24122,1.24122,14100.0004
GBPUSD,2019-07-17 02:37:00,1.24122,1.24122,1.24109,1.2411,61009.9983
GBPUSD,2019-07-17 02:38:00,1.2411,1.24111,1.24109,1.2411,19090.0002
GBPUSD,2019-07-17 02:39:00,1.24111,1.24112,1.24109,1.2411,14859.9997
GBPUSD,2019-07-17 02:40:00,1.24111,1.24111,1.24101,1.24109,47759.9983
GBPUSD,2019-07-17 02:41:00,1.24109,1.2411,1.24082,1.24082,86120.0027
GBPUSD,2019-07-17 02:42:00,1.2408,1.24082,1.24073,1.24079,87889.9994
GBPUSD,2019-07-17 02:43:00,1.24079,1.24082,1.24079,1.2408,37520.0005
GBPUSD,2019-07-17 02:44:00,1.24079,1.24082,1.24079,1.2408,15430.0003
GBPUSD,2019-07-17 02:45:00,1.2408,1.24088,1.2408,1.2408,41979.9995
GBPUSD,2019-07-17 02:46:00,1.2408,1.24085,1.24079,1.24079,17049.9992
GBPUSD,2019-07-17 02:47:00,1.24078,1.24082,1.24078,1.24079,41360.0006
GBPUSD,2019-07-17 02:48:00,1.24082,1.24091,1.2408,1.2409,54909.9998
GBPUSD,2019-07-17 02:49:00,1.24089,1.24094,1.24079,1.24079,62380.0011
GBPUSD,2019-07-17 02:50:00,1.24079,1.24079,1.2407,1.2407,91180.0003
GBPUSD,2019-07-17 02:51:00,1.24071,1.24078,1.24071,1.24071,110309.9976
GBPUSD,2019-07-17 02:52:00,1.24071,1.24073,1.2407,1.24071,45930.0003
GBPUSD,2019-07-17 02:53:00,1.24071,1.24077,1.2407,1.24071,51450.0008
GBPUSD,2019-07-17 02:54:00,1.24069,1.2407,1.24059,1.2406,63680.0003
GBPUSD,2019-07-17 02:55:00,1.2406,1.24073,1.2406,1.2407,87069.9997
GBPUSD,2019-07-17 02:56:00,1.2407,1.24075,1.24069,1.24071,33610.0006
GBPUSD,2019-07-17 02:57:00,1.24072,1.24079,1.24071,1.24079,25229.9995
GBPUSD,2019-07-17 02:58:00,1.2408,1.24083,1.24079,1.24083,15199.9998
GBPUSD,2019-07-17 02:59:00,1.24083,1.24092,1.24082,1.24092,35919.9982
GBPUSD,2019-07-17 03:00:00,1.24091,1.24093,1.24091,1.24091,32580.0018
GBPUSD,2019-07-17 03:01:00,1.24091,1.24092,1.24091,1.24092,29149.9996
GBPUSD,2019-07-17 03:02:00,1.24092,1.24092,1.2409,1.24091,15859.9997
GBPUSD,2019-07-17 03:03:00,1.24091,1.24093,1.2409,1.24092,39150.0015
GBPUSD,2019-07-17 03:04:00,1.24095,1.24106,1.24093,1.24103,38939.9986
GBPUSD,2019-07-17 03:05:00,1.24103,1.24105,1.24101,1.24104,46599.9985
